440,0.635
450,0.882
460,1.106
470,1.313
480,1.472
490,1.603
500,1.712
510,1.816
520,1.893
530,1.945
540,1.984
550,2
560,1.976
570,1.939
580,1.904
590,1.877
600,1.803
610,1.692
620,1.532
630,1.337
640,1.104
650,0.86
660,0.636
